2234,Office of Strategic Services Congressional Gold Medal Act,2015-11-04,2015-11-04,"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
2235,HANGUP Act,2015-11-04,2015-11-04,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
2236,Hearing Protection Act of 2015,2015-11-04,2015-11-23,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
2237,Ending Federal Marijuana Prohibition Act of 2015,2015-11-04,2015-11-04,Read twice and referred to the Committee on the Judiciary.
2238,Keep It in the Ground Act of 2015,2015-11-04,2016-02-16,Referred to the Subcommittee on Energy and Mineral Resources.
2239,Protecting Americans from the Proliferation of Weapons to Terrorists Act of 2015,2015-11-04,2015-11-04,Read twice and referred to the Select Committee on Intelligence.
224,"Women, Peace, and Security Act of 2015",2015-01-21,2015-01-21,Read twice and referred to the Committee on Foreign Relations.
2240,"Federal Land Invasive Species Control, Prevention, and Management Act",2015-11-04,2015-04-08,"Referred to the Subcommittee on Water, Power and Oceans."
2241,Combat Heroin Epidemic and Backlog Act of 2015,2015-11-04,2015-11-04,Read twice and referred to the Committee on the Judiciary.
2242,Save Oak Flat Act,2015-11-05,2015-07-01,"Referred to the Subcommittee on Indian, Insular and Alaska Native Affairs."
2243,Fruit and Vegetable Access for Children Act,2015-11-05,2016-03-23,"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education."
2244,AFFIRM Act,2015-11-05,2015-12-01,Referred to the Subcommittee on General Farm Commodities and Risk Management.
2245,PURSE Act,2015-11-05,2015-11-05,Read twice and referred to the Committee on Finance.
2246,EPIC Act,2015-11-05,2015-11-05,Read twice and referred to the Committee on Finance.
2247,SAFE Bridges Act of 2015,2015-11-05,2015-11-05,Read twice and referred to the Committee on Environment and Public Works.
2248,Congenital Heart Futures Reauthorization Act of 2015,2015-11-05,2015-11-05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S7816-7817; text of measure as introduced: CR S7817)"
2249,Drone Operator Safety Act,2015-11-05,2016-04-28,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
225,"Hunting, Fishing, and Recreational Shooting Protection Act",2015-01-21,2015-01-21,Read twice and referred to the Committee on Environment and Public Works.
2250,A bill to authorize the President to award the Medal of Honor to Major Charles S. Kettles of the United States Army for acts of valor during the Vietnam War.,2015-11-05,2015-11-05,Read twice and referred to the Committee on Armed Services.
2251,SAVE Benefits Act,2015-11-05,2015-11-05,Read twice and referred to the Committee on Finance.
2252,Fair Playing Field Act of 2015,2015-11-05,2015-11-05,Read twice and referred to the Committee on Finance.
2253,Department of Veterans Affairs Veterans Education Relief and Restoration Act of 2015,2015-11-05,2015-11-18,Committee on Veterans' Affairs. Hearings held.
2254,Hardrock Mining and Reclamation Act of 2015,2015-11-05,2015-11-05,Read twice and referred to the Committee on Energy and Natural Resources. (Sponsor introductory remarks on measure: CR S7817-7818)
2255,Stop Debt Collection Abuse Act of 2015,2015-11-05,2015-11-05,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
2256,Co-Prescribing Saves Lives Act of 2016,2015-11-05,2016-07-22,Became Public Law No: 114-198.
2257,National Park Service Centennial Act,2015-11-05,2016-03-23,Referred to the Subcommittee on Higher Education and Workforce Training.
2258,Surface Transportation Project Delivery Program Improvement Act,2015-11-09,2015-11-09,Read twice and referred to the Committee on Environment and Public Works.
2259,ACO Assignment Improvement Act of 2015,2015-11-09,2015-05-22,Read twice and referred to the Committee on Finance.
226,Regulations From the Executive in Need of Scrutiny Act of 2015,2015-01-21,2015-01-21,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
2260,Long-Term SCORE Act,2015-11-09,2015-11-09,Read twice and referred to the Committee on the Budget.
2261,Rural ACO Provider Equity Act of 2015,2015-11-09,2015-12-18,Referred to the Subcommittee on Health.
2262,CT Colonography Screening for Colorectal Cancer Act of 2015,2015-11-10,2015-11-10,Read twice and referred to the Committee on Finance.
2263,HIRE Vets Act,2015-11-10,2015-11-10,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
2264,Child Tax Credit Improvement Act,2015-11-10,2015-11-10,Read twice and referred to the Committee on Finance.
2265,Rural Veterans Improvement Act of 2015,2015-11-10,2015-11-10,Read twice and referred to the Committee on Veterans' Affairs.
2266,H-1B and L-1 Visa Reform Act of 2015,2015-11-10,2016-08-11,Referred to the Subcommittee on Immigration and Border Security.
2267,Higher Education Access and Success for Homeless and Foster Youth Act,2015-11-10,2015-11-10,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
2268,Dust Off Crews of the Vietnam War Congressional Gold Medal Act,2015-11-10,2016-05-19,"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
2269,Government Transformation Act of 2015,2015-11-10,2015-06-18,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
227,Strengthening Education through Research Act,2015-01-21,2015-12-17,Amendment SA 2933 agreed to in Senate by Unanimous Consent.
2270,Location Privacy Protection Act of 2015,2015-11-10,2015-11-10,Read twice and referred to the Committee on the Judiciary.
2271,Renewable Chemicals Act of 2015,2015-11-10,2015-07-29,Referred to the House Committee on Ways and Means.
2272,POST Act of 2015,2015-11-10,2015-11-10,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S7916)"
2273,STARTUP Vets Act of 2015,2015-11-10,2016-07-08,Referred to the House Committee on Small Business.
2274,A bill to provide for rental assistance for homeless or at-risk Indian veterans.,2015-11-10,2015-11-10,Read twice and referred to the Committee on Indian Affairs.
2275,Adoptee Citizenship Act of 2015,2015-11-10,2016-06-15,Referred to the Subcommittee on Immigration and Border Security.
2276,PIPES Act of 2016,2015-11-10,2016-06-22,Became Public Law No: 114-183.
2277,Veterans Homebuyer Accessibility Act of 2015,2015-11-10,2015-11-10,Read twice and referred to the Committee on Finance.
2278,Promoting Unlicensed Spectrum Act of 2015,2015-11-10,2015-11-10,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
2279,Veterans Health Care Staffing Improvement Act,2015-11-10,2016-06-29,Committee on Veterans' Affairs. Hearings held.
228,National Monument Designation Transparency and Accountability Act of 2015,2015-01-21,2015-01-21,Read twice and referred to the Committee on Energy and Natural Resources.
2280,POWER Act,2015-11-10,2015-11-16,Referred to the House Committee on the Judiciary.
2281,"A bill to direct the Secretary of the Interior to reissue final rules relating to listing of the gray wolf in the Western Great Lakes and Wyoming under the Endangered Species Act of 1973, and for other purposes.",2015-11-10,2015-11-10,Read twice and referred to the Committee on Environment and Public Works.
2282,Stem Cell Therapeutic and Research Reauthorization Act of 2015,2015-11-16,2015-12-18,Became Public Law No: 114-104.
2283,Small Business Broadband Deployment Act of 2016,2015-11-16,2016-12-09,"By Senator Thune from Committee on Commerce, Science, and Transportation filed written report. Report No. 114-401. Additional views filed."
2284,Syrian Refugee Verification and Safety Act,2015-11-17,2015-11-17,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S8022-8023)
2285,Lumbee Recognition Act,2015-11-17,2016-09-07,Committee on Indian Affairs. Hearings held. Hearings printed: S.Hrg. 114-538.
2286,Catastrophic Wildfire Prevention Act of 2015,2015-11-17,2015-11-17,Read twice and referred to the Committee on Energy and Natural Resources.
2287,ATTAIN Act of 2015,2015-11-17,2015-11-17,Read twice and referred to the Committee on Energy and Natural Resources.
2288,Bring Accountability Now to the Fed Act of 2015,2015-11-17,2015-11-18,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 298.
2289,"Family Unification, Preservation, and Modernization Act of 2015",2015-11-17,2015-11-17,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (Sponsor introductory remarks on measure: CR S8023)"
229,DISCLOSE Act of 2015,2015-01-21,2015-02-05,Referred to the Subcommittee on the Constitution and Civil Justice.
2290,Head Start Improvement Act of 2015,2015-11-17,2015-11-17,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
2291,VA Patient Protection Act of 2015,2015-11-17,2015-12-03,Referred to the Subcommittee on Health.
2292,Small Public Housing Agency Opportunity Act of 2015,2015-11-17,2015-11-17,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
2293,Retirement and Income Security Enhancements (RAISE) Act,2015-11-17,2015-11-17,Read twice and referred to the Committee on Finance.
2294,SCORE Act of 2015,2015-11-17,2015-11-17,Read twice and referred to the Committee on the Budget.
2295,Liberty Through Strength Act,2015-11-17,2015-06-02,Became Public Law No: 114-23.
2296,Workforce Health Improvement Program Act of 2015,2015-11-18,2015-11-18,Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S8081)
2297,Medicare Choices Empowerment and Protection Act,2015-11-18,2015-11-18,Read twice and referred to the Committee on Finance.
2298,Mens Rea Reform Act of 2015,2015-11-18,2016-01-20,Committee on the Judiciary. Hearings held.
2299,Trade Enforcement Improvement Act of 2015,2015-11-18,2015-12-09,Referred to the Subcommittee on Trade.
23,Copyright and Marriage Equality Act,2015-01-06,2015-01-06,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S12-13; text of measure as introduced: CR S13)
230,"A bill to provide for the conveyance of certain property to the Yukon Kuskokwim Health Corporation located in Bethel, Alaska.",2015-01-21,2015-06-25,Amendment SA 2077 agreed to in Senate by Unanimous Consent.
2300,American Security Against Foreign Enemies Act of 2015,2015-11-18,2015-11-18,Read twice and referred to the Committee on the Judiciary.
2301,Food Labeling Modernization Act of 2015,2015-11-18,2015-11-18,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
2302,Terrorist Refugee Infiltration Prevention Act of 2015,2015-11-18,2016-01-15,Referred to the Subcommittee on Immigration and Border Security.
2303,A bill to exempt the Department of Defense and other national security agencies from sequestration.,2015-11-18,2015-11-18,Read twice and referred to the Committee on the Budget.
2304,"Tribal Early Childhood, Education, and Related Services Integration Act of 2015",2015-11-18,2016-09-19,"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education."
2305,Carbon Capture Improvement Act of 2015,2015-11-19,2015-11-19,Read twice and referred to the Committee on Finance.
2306,"A bill to require the Secretary of the Army, acting through the Chief of Engineers, to undertake remediation oversight of the West Lake Landfill located in Bridgeton, Missouri.",2015-11-19,2015-11-20,Referred to the Subcommittee on Water Resources and Environment.
2307,Bosnia and Herzegovina-American Enterprise Fund Act,2015-11-19,2015-11-19,"Read twice and referred to the Committee on Foreign Relations. (Sponsor introductory remarks on measure: CR S8163, S8163-8164)"
2308,Church Plan Clarification Act of 2015,2015-11-19,2015-12-11,Held at the desk.
2309,African American Civil Rights Network Act of 2016,2015-11-19,2016-09-08,Placed on Senate Legislative Calendar under General Orders. Calendar No. 623.
231,"A bill to designate the facility of the United States Postal Service located at 523 East Railroad Street in Knox, Pennsylvania, as the ""Specialist Ross A. McGinnis Memorial Post Office"".",2015-01-22,2016-05-25,Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.
2310,A PLUS Act,2015-11-19,2015-07-29,Referred to the House Committee on Education and the Workforce.
2311,Bringing Postpartum Depression Out of the Shadows Act of 2015,2015-11-19,2015-07-31,Referred to the Subcommittee on Health.
2312,DME Access and Stabilization Act of 2015,2015-11-19,2015-11-19,Read twice and referred to the Committee on Finance.
2313,Philanthropic Facilitation Act,2015-11-19,2016-07-14,Read twice and referred to the Committee on Finance.
2314,Temporary Judgeship Conversion Act of 2015,2015-11-19,2016-07-20,"Referred to the Subcommittee on Courts, Intellectual Property, and the Internet."
2315,Prepaid Card and Mobile Account Consumer Protection Act of 2015,2015-11-19,2015-11-19,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
2316,"A bill to amend title 38, United States Code, to expand the requirements for reissuance of veterans benefits in cases of misuse of benefits by certain fiduciaries to include misuse by all fiduciaries, and to improve oversight of fiduciaries, and for other purposes.",2015-11-19,2016-06-29,Committee on Veterans' Affairs. Hearings held.
2317,Minority-Serving Institution Fairness Act,2015-11-19,2016-03-23,Referred to the Subcommittee on Higher Education and Workforce Training.
2318,"A bill to reauthorize the Land and Water Conservation Fund for 10 years, and for other purposes.",2015-11-19,2015-11-19,Read twice and referred to the Committee on Energy and Natural Resources.
2319,A bill to amend the Communications Act of 1934.,2015-11-19,2016-08-30,Placed on Senate Legislative Calendar under General Orders. Calendar No. 579.
232,Nevada Land Sovereignty Act of 2015,2015-01-22,2015-01-22,Read twice and referred to the Committee on Energy and Natural Resources.
2320,Universal Savings Account Act,2015-11-19,2015-11-19,Read twice and referred to the Committee on Finance.
2321,Supporting Working Moms Act of 2015,2015-11-19,2016-03-23,Referred to the Subcommittee on Workforce Protections.
2322,Driver Fatigue Prevention Act,2015-11-19,2016-07-14,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 563.
2323,Visa Waiver Program Firearms Clarification Act of 2015,2015-11-19,2015-11-19,Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S8164)
2324,Flood Insurance Transparency and Accountability Act of 2015,2015-11-19,2015-09-09,Referred to the House Committee on Financial Services.
2325,Digital Coast Act,2015-11-19,2016-11-28,Amendment SA 5112 agreed to in Senate by Unanimous Consent.
2326,Billy Frank Jr. Tell Your Story Act,2015-11-19,2015-12-18,Became Public Law No: 114-101.
2327,Foster EITC Act of 2015,2015-11-19,2015-11-19,Read twice and referred to the Committee on Finance.
2328,PROMESA,2015-11-19,2016-06-30,Became Public Law No: 114-187.
2329,SECURE Act,2015-11-19,2015-11-30,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 301.
233,Working Families Flexibility Act of 2015,2015-01-22,2015-04-29,Referred to the Subcommittee on Workforce Protections.
2330,SAFE Check Act,2015-11-19,2015-11-19,Read twice and referred to the Committee on the Judiciary.
2331,SCRA Rights Protection Act of 2015,2015-11-19,2015-11-19,Read twice and referred to the Committee on Veterans' Affairs. (Sponsor introductory remarks on measure: CR S8165)
2332,Child Protection Improvements and Electronic Life and Safety Security Systems Act of 2015,2015-11-30,2015-12-04,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
2333,Taxpayer Rights Act of 2015,2015-11-30,2015-11-30,Read twice and referred to the Committee on Finance.
2334,Biological Implant Tracking and Veteran Safety Act of 2015,2015-11-30,2015-11-30,Read twice and referred to the Committee on Veterans' Affairs.
2335,Beach Act of 2015,2015-12-01,2015-12-01,Referred to the Subcommittee on Water Resources and Environment.
2336,REPEAL HIV Discrimination Act of 2015,2015-12-01,2015-12-01,Read twice and referred to the Committee on the Judiciary.
2337,Visa Waiver Program Security Enhancement Act,2015-12-01,2015-12-01,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S8242-8243)
2338,LIFETIME Act,2015-12-01,2015-12-01,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
2339,"A bill to amend the Mineral Leasing Act to increase the royalty rate for coal produced from surface mines on Federal land, to prohibit the export of coal produced on Federal land, and for other purposes.",2015-12-01,2015-12-01,Read twice and referred to the Committee on Energy and Natural Resources.
234,Regulatory Fairness Act of 2015,2015-01-22,2015-01-07,Read twice and referred to the Committee on Environment and Public Works.
2340,MEGABYTE Act of 2016,2015-12-02,2016-07-08,Held at the desk.
2341,A bill to designate a portion of the Arctic National Wildlife Refuge as wilderness.,2015-12-02,2015-12-02,Read twice and referred to the Committee on Environment and Public Works.
2342,Territories Medicare Prescription Drug Assistance Equity Act of 2015,2015-12-02,2015-12-02,Read twice and referred to the Committee on Finance.
2343,Telehealth Innovation and Improvement Act of 2015,2015-12-02,2015-12-02,Read twice and referred to the Committee on Finance.
2344,Liberty Through Strength Act II,2015-12-02,2015-12-02,Read twice and referred to the Committee on the Judiciary.
2345,IRS Accountability Act of 2015,2015-12-02,2016-07-12,Placed on Senate Legislative Calendar under General Orders. Calendar No. 554.
2346,Emergency Citrus Disease Response Act,2015-12-02,2015-12-02,Read twice and referred to the Committee on Finance.
2347,Foreclosure Relief and Extension for Servicemembers Act of 2015,2015-12-03,2015-12-03,Read twice and referred to the Committee on Veterans' Affairs.
2348,Rapid DNA Act of 2016,2015-12-03,2016-06-21,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
2349,Medicare Advantage Coverage Transparency Act of 2015,2015-12-03,2015-12-03,Read twice and referred to the Committee on Finance.
235,Wildfire Disaster Funding Act of 2015,2015-01-22,2015-01-22,Read twice and referred to the Committee on the Budget. (Sponsor introductory remarks on measure: CR S422)
2350,Full Expensing Act of 2015,2015-12-03,2015-12-03,Read twice and referred to the Committee on Finance.
2351,Securing Fairness in Regulatory Timing Act of 2015,2015-12-03,2015-12-18,Became Public Law No: 114-106.
2352,Speak Up to Protect Every Abused Kid Act,2015-12-03,2015-12-03,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
2353,Biodiesel Tax Incentive Reform and Extension Act of 2015,2015-12-03,2015-12-03,Referred to the House Committee on Ways and Means.
2354,Strong Families Act,2015-12-03,2015-12-03,Read twice and referred to the Committee on Finance.
2355,Credit Access and Inclusion Act of 2015,2015-12-03,2015-12-03,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
2356,Private Sector Call Record Retention Act,2015-12-03,2015-06-02,Became Public Law No: 114-23.
2357,Foreclosure Relief and Extension for Servicemembers Act of 2015,2015-12-03,2015-12-01,"Placed on the Union Calendar, Calendar No. 273."
2358,Clean Water Compliance and Affordability Act,2015-12-03,2015-02-27,Referred to the Subcommittee on Water Resources and Environment.
2359,Defend Our Capital Act of 2015,2015-12-03,2015-12-07,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 314.
236,"S. 236, Duplication Elimination Act of 2016",2015-01-22,2016-12-09,Placed on Senate Legislative Calendar under General Orders. Calendar No. 719.
2360,Omnibus Territories Act of 2015,2015-12-07,2016-11-14,Held at the desk.
2361,Airport Security Enhancement and Oversight Act,2015-12-07,2016-03-07,Placed on Senate Legislative Calendar under General Orders. Calendar No. 382.
2362,Visa Waiver Program Improvement and Terrorist Travel Prevention Act of 2015,2015-12-07,2015-12-18,Became Public Law No: 114-113.
2363,State Refugee Security Act of 2015,2015-12-08,2015-12-08,Read twice and referred to the Committee on the Judiciary.
2364,Medicare Home Health Flexibility Act of 2015,2015-12-08,2016-11-30,"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
2365,Protecting American Jobs Act,2015-12-08,2015-12-08,Read twice and referred to the Committee on the Judiciary.
2366,Spectrum Challenge Prize Act of 2015,2015-12-08,2016-04-28,Ordered to be Reported by Voice Vote.
2367,A bill to provide for hardship duty pay for border patrol agents and customs and border protection officers assigned to highly-trafficked rural areas.,2015-12-08,2015-12-08,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
2368,"S. 2368, Audit & Appeals Fairness, Integrity, and Reforms in Medicare Act of 2015",2015-12-08,2015-12-08,Placed on Senate Legislative Calendar under General Orders. Calendar No. 317. (Sponsor introductory remarks on measure: CR S8496-8497)
2369,Community Partnership Act of 2015,2015-12-08,2015-11-19,"Placed on the Union Calendar, Calendar No. 263."
237,GPS Act,2015-01-22,2015-01-22,Read twice and referred to the Committee on the Judiciary.
2370,Protecting Charitable Contributions Act of 2015,2015-12-08,2015-12-18,Referred to the House Committee on Ways and Means.
2371,Physician Shortage Minimization Act of 2015,2015-12-08,2015-12-08,Read twice and referred to the Committee on Finance.
2372,Requiring Reporting of Online Terrorist Activity Act,2015-12-08,2016-04-01,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
2373,Lymphedema Treatment Act,2015-12-08,2015-04-07,Referred to the Subcommittee on Health.
2374,Glen Anthony Doherty Overseas Security Personnel Fairness Act,2015-12-08,2015-12-08,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S8497-8498)"
2375,"S. 2375, Federal Asset Sale and Transfer Act of 2015",2015-12-08,2016-12-16,Became Public Law No: 114-287.
2376,Witness Security and Protection Grant Program Act of 2015,2015-12-09,2015-12-09,Read twice and referred to the Committee on the Judiciary.
2377,Visa Waiver Program Security Enhancement Act,2015-12-09,2015-12-09,Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S8548-8558)
2378,Waterway LNG Parity Act of 2015,2015-12-09,2015-07-29,Referred to the House Committee on Ways and Means.
2379,Udall Park Land Exchange Completion Act of 2015,2015-12-09,2016-06-22,Referred to the Subcommittee on Federal Lands.
238,Eric Williams Correctional Officer Protection Act of 2015,2015-01-22,2016-03-09,Became Public Law No: 114-133.
2380,RPPA Commercial Recreation Concessions Pilot Program Act of 2015,2015-12-09,2016-09-22,Committee on Energy and Natural Resources. Hearings held. Hearings printed: S.Hrg. 114-509.
2381,Puerto Rico Assistance Act of 2015,2015-12-09,2016-01-15,"Referred to the Subcommittee on Regulatory Reform, Commercial And Antitrust Law."
2382,Strengthening Medicare Intensive Cardiac Rehabilitation Programs Act of 2015,2015-12-09,2015-12-09,Read twice and referred to the Committee on Finance.
2383,"S. 2383, Utah Test and Training Range Encroachment Prevention and Temporary Closure Act",2015-12-10,2016-09-13,Placed on Senate Legislative Calendar under General Orders. Calendar No. 625.
2384,Ratepayer Fairness Act of 2015,2015-12-10,2015-12-10,Read twice and referred to the Committee on Energy and Natural Resources.
2385,"Eliminate, Neutralize, and Disrupt Wildlife Trafficking Act",2015-12-10,2015-12-10,Read twice and referred to the Committee on Foreign Relations.
2386,Stonewall National Historic Site Establishment Act,2015-12-10,2015-12-17,Referred to the Subcommittee on Federal Lands.
2387,Protection of Social Security Benefits Restoration Act,2015-12-10,2016-04-28,Referred to the Subcommittee on Social Security.
2388,Reciprocity Ensures Streamlined Use of Lifesaving Treatments Act of 2015,2015-12-10,2015-12-10,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
2389,Preserve Access to Medicare Rural Home Health Services Act of 2015,2015-12-10,2015-12-10,Read twice and referred to the Committee on Finance. (Sponsor introductory remarks on measure: CR S8604-8605)
239,Small Airport Regulation Relief Act of 2015,2015-01-22,2015-02-11,Referred to the Subcommittee on Aviation.
2390,"S. 2390, Federal Bureau of Investigation Whistleblower Protection Enhancement Act of 2016",2015-12-10,2016-12-16,Became Public Law No: 114-302.
2391,American Clean Energy Investment Act of 2015,2015-12-10,2016-05-13,Referred to the House Committee on Ways and Means.
2392,Medicare Advantage Bill of Rights Act of 2015,2015-12-10,2015-12-10,Read twice and referred to the Committee on Finance.
2393,Foreclosure Relief and Extension for Servicemembers Act of 2015,2015-12-10,2016-03-31,Became Public Law No: 114-142.
2394,American Jobs First Act of 2015,2015-12-10,2016-02-29,Referred to the Subcommittee on Immigration and Border Security.
2395,"A bill to reauthorize the State Criminal Alien Assistance Program, and for other purposes.",2015-12-10,2015-12-10,Read twice and referred to the Committee on the Judiciary.
2396,"A bill to designate the Federal building and United States courthouse located at 121 Spring Street SE in Gainesville, Georgia, as the ""Sidney Olsin Smith, Jr. Federal Building and United States Courthouse"".",2015-12-10,2015-12-10,Read twice and referred to the Committee on Environment and Public Works.
2397,A bill to amend the Child Abuse Prevention and Treatment Act to authorize the Secretary of Health and Human Services to make grants to States that extend or eliminate unexpired statutes of limitation applicable to laws involving child sexual abuse.,2015-12-10,2015-12-10,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S8609-8610)"
2398,Workplace Democracy for a Clean Energy Future,2015-12-10,2015-12-10,Read twice and referred to the Committee on Finance.
2399,Climate Protection and Justice Act of 2015,2015-12-10,2015-12-10,Read twice and referred to the Committee on Finance.
24,Due Process Guarantee Act of 2015,2015-01-06,2015-01-06,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S13-14)
240,Community Broadband Act of 2015,2015-01-22,2015-01-22,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
2400,Superfund Polluter Pays Restoration Act of 2015,2015-12-14,2015-01-09,Sponsor introductory remarks on measure. (CR H160)
2401,COPS Improvements Act of 2015,2015-12-15,2015-12-15,Read twice and referred to the Committee on the Judiciary.
2402,A bill to require the Secretary of Homeland Security to search all public records to determine if an alien is inadmissible to the United States.,2015-12-15,2016-01-15,Referred to the Subcommittee on Immigration and Border Security.
2403,Military Family Stability Act of 2015,2015-12-15,2016-01-19,Referred to the Subcommittee on Readiness.
2404,Do Not Track Online Act of 2015,2015-12-15,2015-12-15,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
2405,METH Disclosure Act,2015-12-15,2015-12-15,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
2406,A bill to require the Administrator of the Federal Aviation Administration to review certain decisions to grant categorical exclusions for Next Generation flight procedures and to consult with the airports at which such procedures will be implemented.,2015-12-16,2015-12-16,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
2407,"A bill to posthumously award the Congressional Gold Medal to each of J. Christopher Stevens, Glen Doherty, Tyrone Woods, and Sean Smith in recognition of their contributions to the Nation.",2015-12-16,2015-12-16,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (Sponsor introductory remarks on measure: CR S8725-8726)"
2408,Nurse and Health Care Worker Protection Act of 2015,2015-12-16,2016-03-23,Referred to the Subcommittee on Workforce Protections.
2409,Medicare and Medicaid Improvements and Adjustments Act of 2015,2015-12-16,2015-12-16,Read twice and referred to the Committee on Finance.
241,Military Family Relief Act of 2015,2015-01-22,2015-01-22,Read twice and referred to the Committee on Veterans' Affairs.
2410,Cybersecurity Disclosure Act of 2015,2015-12-17,2015-12-17,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (Sponsor introductory remarks on measure: CR S8795)"
2411,21st Century Visa Vetting Act,2015-12-17,2015-12-17,Read twice and referred to the Committee on the Judiciary.
2412,Tule Lake National Historic Site Establishment Act of 2015,2015-12-17,2016-09-06,Placed on Senate Legislative Calendar under General Orders. Calendar No. 599.
2413,TOTAL Act of 2015,2015-12-17,2015-12-17,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
2414,FANS Act,2015-12-17,2015-12-17,Read twice and referred to the Committee on the Judiciary.
2415,EB-5 Integrity Act of 2015,2015-12-17,2015-12-17,Read twice and referred to the Committee on the Judiciary.
2416,VERIFI Act,2015-12-17,2015-12-17,Read twice and referred to the Committee on Finance.
2417,"S. 2417, Tribal Veterans Health Care Enhancement Act",2015-12-17,2016-11-16,Placed on Senate Legislative Calendar under General Orders. Calendar No. 671.
2418,Countering Online Recruitment of Violent Extremists Act of 2016,2015-12-17,2016-10-27,Placed on Senate Legislative Calendar under General Orders. Calendar No. 655.
2419,Educator Preparation Reform Act,2015-12-17,2015-12-17,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S8795-8796)"
242,Wounded Warriors Federal Leave Act of 2015,2015-01-22,2015-07-29,Held at the desk.
2420,SNAP Work Opportunities and Veteran Protection Act of 2015,2015-12-17,2015-12-17,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
2421,"S. 2421, a bill to provide for the conveyance of certain property to the Tanana Tribal Council located in Tanana, Alaska and to the Bristol Bay Area Health Corporation located in Dillingham, Alaska, and for other purposes.",2015-12-17,2016-09-27,Placed on Senate Legislative Calendar under General Orders. Calendar No. 650.
2422,Fiscal Year 2016 Department of Veterans Affairs Seismic Safety and Construction Authorization Act,2015-12-18,2016-02-05,Referred to the Subcommittee on Health.
